Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-21T12:40:01.066Z","Included","claude-4-sonnet-thinking","Yes","1013","1","135463","405","136882","0.01"
"2025-09-21T12:39:42.626Z","Included","claude-4-sonnet-thinking","Yes","3125","1","132338","579","136043","0.01"
"2025-09-21T12:39:37.469Z","Included","claude-4-sonnet-thinking","Yes","1464","1","130874","1771","134110","0.02"
"2025-09-21T12:39:27.644Z","Included","claude-4-sonnet-thinking","Yes","928","1","129946","100","130975","0.01"
"2025-09-21T12:39:21.039Z","Included","claude-4-sonnet-thinking","Yes","641","2","129305","478","130426","0.01"
"2025-09-21T12:39:13.463Z","Included","claude-4-sonnet-thinking","Yes","718","3","128587","333","129641","0.01"
"2025-09-21T12:39:07.060Z","Included","claude-4-sonnet-thinking","Yes","685","4","127902","386","128977","0.01"
"2025-09-21T12:39:00.039Z","Included","claude-4-sonnet-thinking","Yes","675","5","127227","353","128260","0.01"
"2025-09-21T12:38:54.841Z","Included","claude-4-sonnet-thinking","Yes","754","6","126473","360","127593","0.01"
"2025-09-21T12:38:44.498Z","Included","claude-4-sonnet-thinking","Yes","1208","6","125265","147","126626","0.01"
"2025-09-21T12:38:31.098Z","Included","claude-4-sonnet-thinking","Yes","1570","6","123695","696","125967","0.01"
"2025-09-21T12:38:22.086Z","Included","claude-4-sonnet-thinking","Yes","962","6","122733","886","124587","0.01"
"2025-09-21T12:38:13.086Z","Included","claude-4-sonnet-thinking","Yes","896","6","121837","502","123241","0.01"
"2025-09-21T12:38:01.242Z","Included","claude-4-sonnet-thinking","Yes","1425","6","120412","479","122322","0.01"
"2025-09-21T12:37:56.006Z","Included","claude-4-sonnet-thinking","Yes","822","6","119590","769","121187","0.01"
"2025-09-21T12:37:46.138Z","Included","claude-4-sonnet-thinking","Yes","1889","370","117701","183","120143","0.01"
"2025-09-21T12:37:41.769Z","Included","claude-4-sonnet-thinking","Yes","340","7","117361","129","117837","0.01"
"2025-09-21T12:37:37.322Z","Included","claude-4-sonnet-thinking","Yes","301","7","117060","137","117505","0.01"
"2025-09-21T12:37:32.591Z","Included","claude-4-sonnet-thinking","Yes","333","7","116727","136","117203","0.01"
"2025-09-21T12:37:28.668Z","Included","claude-4-sonnet-thinking","Yes","333","7","116394","136","116870","0.01"
"2025-09-21T12:37:24.488Z","Included","claude-4-sonnet-thinking","Yes","331","7","116063","136","116537","0.01"
"2025-09-21T12:37:20.628Z","Included","claude-4-sonnet-thinking","Yes","332","7","115731","139","116209","0.01"
"2025-09-21T12:37:16.323Z","Included","claude-4-sonnet-thinking","Yes","359","7","115372","142","115880","0.01"
"2025-09-21T12:37:12.051Z","Included","claude-4-sonnet-thinking","Yes","306","7","115066","148","115527","0.01"
"2025-09-21T12:37:05.255Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","479","7","114587","117","115190","0.01"
"2025-09-21T12:37:00.919Z","Included","claude-4-sonnet-thinking","Yes","361","7","114226","286","114880","0.01"
"2025-09-21T12:36:57.224Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","231","8","113995","101","114335","0.01"
"2025-09-21T12:36:49.260Z","Included","claude-4-sonnet-thinking","Yes","370","376","113625","172","114543","0.01"
"2025-09-21T12:35:37.775Z","Included","claude-4-sonnet-thinking","Yes","312","402","79119","1203","81036","0.01"
"2025-09-21T12:35:32.383Z","Included","claude-4-sonnet-thinking","Yes","449","1","78670","170","79290","0.01"
"2025-09-21T12:35:26.130Z","Included","claude-4-sonnet-thinking","Yes","483","1","78187","249","78920","0.01"
"2025-09-21T12:35:22.606Z","Included","claude-4-sonnet-thinking","Yes","4147","401","109478","200","114226","0.01"
"2025-09-21T12:35:21.550Z","Included","claude-4-sonnet-thinking","Yes","224","2","77963","143","78332","0.01"
"2025-09-21T12:35:17.358Z","Included","claude-4-sonnet-thinking","Yes","344","3","77619","187","78153","0.01"
"2025-09-21T12:35:15.998Z","Included","claude-4-sonnet-thinking","Yes","2822","11","106656","187","109676","0.01"
"2025-09-21T12:35:12.124Z","Included","claude-4-sonnet-thinking","Yes","569","3","77050","130","77752","0.01"
"2025-09-21T12:35:08.597Z","Included","claude-4-sonnet-thinking","Yes","96145","2410","10511","366","109432","0.09"
"2025-09-21T12:35:07.725Z","Included","claude-4-sonnet-thinking","Yes","386","3","76664","310","77363","0.01"
"2025-09-21T12:35:01.583Z","Included","claude-4-sonnet-thinking","Yes","472","3","76192","141","76808","0.01"
"2025-09-21T12:34:56.298Z","Included","claude-4-sonnet-thinking","Yes","439","3","75753","294","76489","0.01"
"2025-09-21T12:34:51.261Z","Included","claude-4-sonnet-thinking","Yes","198","4","75555","146","75903","0.01"
"2025-09-21T12:34:45.615Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","503","5","75052","161","75721","0.01"
"2025-09-21T12:34:39.845Z","Included","claude-4-sonnet-thinking","Yes","431","6","74621","417","75475","0.01"
"2025-09-21T12:34:34.387Z","Included","claude-4-sonnet-thinking","Yes","564","6","74057","188","74815","0.01"
"2025-09-21T12:34:27.389Z","Included","claude-4-sonnet-thinking","Yes","274","6","73783","211","74274","0.01"
"2025-09-21T12:34:23.653Z","Included","claude-4-sonnet-thinking","Yes","513","6","73270","128","73917","0.01"
"2025-09-21T12:34:18.750Z","Included","claude-4-sonnet-thinking","Yes","319","6","72951","164","73440","0.01"
"2025-09-21T12:34:12.525Z","Included","claude-4-sonnet-thinking","Yes","457","6","72494","180","73137","0.01"
"2025-09-21T12:34:06.172Z","Included","claude-4-sonnet-thinking","Yes","384","6","72110","148","72648","0.01"
"2025-09-21T12:34:01.031Z","Included","claude-4-sonnet-thinking","Yes","334","6","71776","182","72298","0.01"
"2025-09-21T12:33:55.753Z","Included","claude-4-sonnet-thinking","Yes","355","7","71421","191","71974","0.01"
"2025-09-21T12:33:51.179Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","101","8","71320","161","71590","0.01"
"2025-09-21T12:33:46.111Z","Included","claude-4-sonnet-thinking","Yes","472","9","70848","137","71466","0.01"
"2025-09-21T12:33:36.584Z","Included","claude-4-sonnet-thinking","Yes","495","9","70353","270","71127","0.01"
"2025-09-21T12:33:31.886Z","Included","claude-4-sonnet-thinking","Yes","298","9","70055","229","70591","0.01"
"2025-09-21T12:33:24.852Z","Included","claude-4-sonnet-thinking","Yes","387","10","69668","234","70299","0.01"
"2025-09-21T12:33:15.843Z","Included","claude-4-sonnet-thinking","Yes","815","11","68853","225","69904","0.01"
"2025-09-21T12:33:05.949Z","Included","claude-4-sonnet-thinking","Yes","496","11","68357","524","69388","0.01"
"2025-09-21T12:32:59.695Z","Included","claude-4-sonnet-thinking","Yes","2997","12","65360","293","68662","0.01"
"2025-09-21T12:31:53.260Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T12:31:46.414Z","Included","claude-4-sonnet-thinking","Yes","1479","11","63881","294","65665","0.01"
"2025-09-21T12:31:39.975Z","Included","claude-4-sonnet-thinking","Yes","53370","1016","10511","417","65314","0.05"
"2025-09-21T11:51:26.287Z","Included","claude-4-sonnet-thinking","Yes","578","10","21591","479","22658","0.004"
"2025-09-21T11:51:18.545Z","Included","claude-4-sonnet-thinking","Yes","695","11","20896","393","21995","0.004"
"2025-09-21T11:51:17.412Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T11:51:12.552Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","503","369","20393","184","21449","0.003"
"2025-09-21T11:51:11.581Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","359","0","10","369","0.000"
"2025-09-21T11:51:10.645Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","359","0","10","369","0.000"
"2025-09-21T11:51:09.344Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","359","0","10","369","0.000"
"2025-09-21T11:51:04.440Z","Included","claude-4-sonnet-thinking","Yes","491","10","19902","353","20756","0.003"
"2025-09-21T11:35:57.846Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","363","0","10","373","0.000"
"2025-09-21T11:20:51.140Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","402","0","10","412","0.000"
"2025-09-21T11:20:45.235Z","Included","claude-4-sonnet-thinking","Yes","439","10","18996","184","19629","0.002"
"2025-09-21T11:20:37.607Z","Included","claude-4-sonnet-thinking","Yes","562","10","18434","278","19284","0.003"
"2025-09-21T11:20:32.471Z","Included","claude-4-sonnet-thinking","Yes","900","10","17534","150","18594","0.003"
"2025-09-21T11:20:26.504Z","Included","claude-4-sonnet-thinking","Yes","995","11","16539","250","17795","0.003"
"2025-09-21T11:20:25.823Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T11:05:18.567Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","387","0","10","397","0.000"
"2025-09-21T10:50:14.114Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","375","0","10","385","0.000"
"2025-09-21T10:50:06.784Z","Included","claude-4-sonnet-thinking","Yes","469","11","15508","300","16288","0.003"
"2025-09-21T10:50:06.556Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:50:05.591Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:50:01.628Z","Included","claude-4-sonnet-thinking","Yes","563","10","14945","255","15773","0.003"
"2025-09-21T10:49:57.596Z","Included","claude-4-sonnet-thinking","Yes","134","10","14811","107","15062","0.002"
"2025-09-21T10:49:53.618Z","Included","claude-4-sonnet-thinking","Yes","690","10","14121","102","14923","0.002"
"2025-09-21T10:34:49.151Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","374","0","10","384","0.000"
"2025-09-21T10:19:43.196Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","370","0","10","380","0.000"
"2025-09-21T10:10:14.091Z","Included","claude-4-sonnet-thinking","Yes","577","0","108800","818","110195","0.01"
"2025-09-21T10:08:19.910Z","Included","claude-4-sonnet-thinking","Yes","10320","387","98480","333","109520","0.02"
"2025-09-21T10:07:56.559Z","Included","claude-4-sonnet-thinking","Yes","13286","385","85194","325","99190","0.02"
"2025-09-21T10:07:52.266Z","Included","claude-4-sonnet-thinking","Yes","160","0","85034","154","85348","0.01"
"2025-09-21T10:07:48.557Z","Included","claude-4-sonnet-thinking","Yes","299","0","84735","126","85160","0.01"
"2025-09-21T10:07:44.074Z","Included","claude-4-sonnet-thinking","Yes","406","0","84329","109","84844","0.01"
"2025-09-21T10:07:08.849Z","Included","claude-4-sonnet-thinking","Yes","13562","373","70767","223","84925","0.02"
"2025-09-21T10:06:52.072Z","Included","claude-4-sonnet-thinking","Yes","1521","374","69246","146","71287","0.01"
"2025-09-21T10:06:45.699Z","Included","claude-4-sonnet-thinking","Yes","1127","366","68119","155","69767","0.01"
"2025-09-21T10:06:38.174Z","Included","claude-4-sonnet-thinking","Yes","774","392","67345","144","68655","0.01"
"2025-09-21T10:06:35.545Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:06:33.120Z","Included","claude-4-sonnet-thinking","Yes","505","0","65690","919","67114","0.01"
"2025-09-21T10:06:25.975Z","Included","claude-4-sonnet-thinking","Yes","918","2","66427","361","67708","0.01"
"2025-09-21T10:06:23.671Z","Included","claude-4-sonnet-thinking","Yes","483","447","65207","296","66433","0.01"
"2025-09-21T10:06:18.141Z","Included","claude-4-sonnet-thinking","Yes","317","401","64890","223","65831","0.01"
"2025-09-21T10:06:16.611Z","Included","claude-4-sonnet-thinking","Yes","1097","3","65330","480","66910","0.01"
"2025-09-21T10:06:13.147Z","Included","claude-4-sonnet-thinking","Yes","368","410","64522","184","65484","0.01"
"2025-09-21T10:06:09.692Z","Included","claude-4-sonnet-thinking","Yes","1573","3","63757","668","66001","0.01"
"2025-09-21T10:06:01.373Z","Included","claude-4-sonnet-thinking","Yes","335","405","64187","235","65162","0.01"
"2025-09-21T10:05:54.920Z","Included","claude-4-sonnet-thinking","Yes","425","2","63762","198","64387","0.01"
"2025-09-21T10:05:50.731Z","Included","claude-4-sonnet-thinking","Yes","4156","3","59601","209","63969","0.01"
"2025-09-21T10:05:49.858Z","Included","claude-4-sonnet-thinking","Yes","276","2","63486","204","63968","0.01"
"2025-09-21T10:05:45.171Z","Included","claude-4-sonnet-thinking","Yes","414","2","63072","146","63634","0.01"
"2025-09-21T10:05:43.487Z","Included","claude-4-sonnet-thinking","Yes","459","3","59142","141","59745","0.01"
"2025-09-21T10:05:41.061Z","Included","claude-4-sonnet-thinking","Yes","266","2","62806","195","63269","0.01"
"2025-09-21T10:05:36.483Z","Included","claude-4-sonnet-thinking","Yes","212","3","62594","143","62952","0.01"
"2025-09-21T10:05:29.165Z","Included","claude-4-sonnet-thinking","Yes","521","4","62073","175","62773","0.01"
"2025-09-21T10:05:28.750Z","Included","claude-4-sonnet-thinking","Yes","1922","3","57220","203","59348","0.01"
"2025-09-21T10:05:25.053Z","Included","claude-4-sonnet-thinking","Yes","327","4","61746","262","62339","0.01"
"2025-09-21T10:05:20.107Z","Included","claude-4-sonnet-thinking","Yes","286","4","61460","131","61881","0.01"
"2025-09-21T10:05:19.891Z","Included","claude-4-sonnet-thinking","Yes","1287","4","55933","861","58085","0.01"
"2025-09-21T10:05:15.341Z","Errored, Not Charged","claude-4-sonnet-thinking","Yes","554","4","60906","126","61590","0.01"
"2025-09-21T10:05:08.259Z","Included","claude-4-sonnet-thinking","Yes","3151","4","57755","429","61339","0.01"
"2025-09-21T10:05:04.008Z","Included","claude-4-sonnet-thinking","Yes","323","5","57432","125","57885","0.005"
"2025-09-21T10:05:00.068Z","Included","claude-4-sonnet-thinking","Yes","3261","5","52672","716","56654","0.01"
"2025-09-21T10:04:56.592Z","Included","claude-4-sonnet-thinking","Yes","613","6","56819","221","57659","0.01"
"2025-09-21T10:04:55.244Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:04:53.966Z","Included","claude-4-sonnet-thinking","Yes","474","5","52198","1820","54497","0.01"
"2025-09-21T10:04:48.937Z","Included","claude-4-sonnet-thinking","Yes","1034","5","55785","323","57147","0.01"
"2025-09-21T10:04:44.315Z","Included","claude-4-sonnet-thinking","Yes","267","6","55518","104","55895","0.005"
"2025-09-21T10:04:40.307Z","Included","claude-4-sonnet-thinking","Yes","1424","5","50774","238","52441","0.01"
"2025-09-21T10:04:38.783Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","373","0","10","383","0.000"
"2025-09-21T10:04:37.978Z","Included","claude-4-sonnet-thinking","Yes","1376","7","54142","230","55755","0.01"
"2025-09-21T10:04:37.833Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:04:33.635Z","Included","claude-4-sonnet-thinking","Yes","592","383","12603","275","13853","0.002"
"2025-09-21T10:04:32.500Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:04:30.930Z","Included","claude-4-sonnet-thinking","Yes","11996","7","38778","872","51653","0.02"
"2025-09-21T10:04:30.125Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:04:29.156Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:04:28.526Z","Included","claude-4-sonnet-thinking","Yes","804","9","53338","292","54443","0.01"
"2025-09-21T10:04:27.091Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:04:27.070Z","Included","claude-4-sonnet-thinking","Yes","579","374","12024","284","13261","0.002"
"2025-09-21T10:04:24.215Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:04:22.309Z","Included","claude-4-sonnet-thinking","Yes","467","6","38311","289","39073","0.004"
"2025-09-21T10:04:19.522Z","Included","claude-4-sonnet-thinking","Yes","862","8","52476","229","53575","0.01"
"2025-09-21T10:04:15.926Z","Included","claude-4-sonnet-thinking","Yes","490","6","37821","193","38510","0.004"
"2025-09-21T10:04:14.042Z","Included","claude-4-sonnet-thinking","Yes","421","381","11603","434","12839","0.003"
"2025-09-21T10:04:08.644Z","Included","claude-4-sonnet-thinking","Yes","846","6","36975","258","38085","0.004"
"2025-09-21T10:04:08.350Z","Included","claude-4-sonnet-thinking","Yes","713","8","10890","307","11918","0.003"
"2025-09-21T10:04:07.174Z","Included","claude-4-sonnet-thinking","Yes","222","8","52254","630","53114","0.01"
"2025-09-21T10:04:03.784Z","Included","claude-4-sonnet-thinking","Yes","4352","6","32623","402","37383","0.01"
"2025-09-21T10:04:02.546Z","Included","claude-4-sonnet-thinking","Yes","295","8","51959","126","52388","0.004"
"2025-09-21T10:03:58.576Z","Included","claude-4-sonnet-thinking","Yes","1930","8","50029","133","52100","0.01"
"2025-09-21T10:03:58.145Z","Included","claude-4-sonnet-thinking","Yes","313","386","32310","120","33129","0.003"
"2025-09-21T10:03:54.170Z","Included","claude-4-sonnet-thinking","Yes","3338","9","46691","151","50189","0.01"
"2025-09-21T10:03:50.679Z","Included","claude-4-sonnet-thinking","Yes","592","7","31718","291","32608","0.004"
"2025-09-21T10:03:47.554Z","Included","claude-4-sonnet-thinking","Yes","3471","11","43220","361","47063","0.01"
"2025-09-21T10:03:45.578Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:03:42.656Z","Included","claude-4-sonnet-thinking","Yes","482","7","31236","129","31854","0.003"
"2025-09-21T10:03:39.969Z","Included","claude-4-sonnet-thinking","Yes","2188","11","41032","375","43606","0.01"
"2025-09-21T10:03:39.435Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:03:38.653Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:03:34.945Z","Included","claude-4-sonnet-thinking","Yes","847","11","40185","258","41301","0.005"
"2025-09-21T10:03:32.843Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:03:22.077Z","Included","claude-4-sonnet-thinking","Yes","28233","11","11952","439","40635","0.03"
"2025-09-21T10:03:21.700Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:03:20.524Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:03:13.471Z","Included","claude-4-sonnet-thinking","Yes","631","10","11321","188","12150","0.002"
"2025-09-21T10:03:04.934Z","Included","claude-4-sonnet-thinking","Yes","431","8","10890","634","11963","0.003"
"2025-09-21T10:02:55.644Z","Included","claude-4-sonnet-thinking","Yes","10342","383","20894","491","32110","0.01"
"2025-09-21T10:02:36.634Z","Included","claude-4-sonnet-thinking","Yes","1490","372","19404","150","21416","0.003"
"2025-09-21T10:02:28.073Z","Included","claude-4-sonnet-thinking","Yes","356","390","19048","151","19945","0.002"
"2025-09-21T10:02:22.161Z","Included","claude-4-sonnet-thinking","Yes","4664","12","14384","211","19271","0.01"
"2025-09-21T10:02:21.510Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:02:16.107Z","Included","claude-4-sonnet-thinking","Yes","1053","12","13331","226","14622","0.003"
"2025-09-21T10:02:15.216Z","Included","claude-4-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-09-21T10:02:10.199Z","Included","claude-4-sonnet-thinking","Yes","872","11","12459","180","13522","0.002"
"2025-09-21T10:02:05.292Z","Included","claude-4-sonnet-thinking","Yes","1948","8","10511","265","12732","0.003"
"2025-09-21T09:16:48.042Z","Included","auto","No","3864","0","833337","1040","838241","0.22"
"2025-09-21T09:16:22.387Z","Included","auto","No","7705","0","386857","1227","395789","0.11"
"2025-09-21T09:15:50.551Z","Included","auto","No","1808","0","269261","674","271743","0.07"
"2025-09-21T09:15:20.537Z","Included","auto","No","1371","0","260762","837","262970","0.07"
"2025-09-21T09:14:59.119Z","Errored, Not Charged","auto","No","6961","0","196605","462","204028","0.06"
"2025-09-21T09:09:55.212Z","Included","auto","No","53727","85761","1593543","25790","1758821","0.73"
"2025-09-21T09:08:57.331Z","Included","auto","No","63142","0","1028476","4318","1095936","0.36"
"2025-09-21T09:08:32.178Z","Included","auto","No","96571","0","623732","853","721156","0.28"
"2025-09-21T09:06:50.434Z","Included","auto","No","57364","0","1215527","3497","1276388","0.40"
"2025-09-21T08:46:49.384Z","Included","auto","No","94362","1226","208093","1012","304693","0.18"
"2025-09-21T08:37:45.840Z","Included","auto","No","124273","106215","2125060","19586","2375134","0.94"
"2025-09-21T08:36:28.308Z","Included","auto","No","3433","0","782933","1296","787662","0.21"
"2025-09-21T08:33:39.068Z","Errored, Not Charged","auto","No","82692","0","2744517","8523","2835732","0.84"
"2025-09-21T08:15:42.105Z","Included","auto","No","5337","0","968317","1632","975286","0.26"
"2025-09-21T08:15:06.084Z","Included","auto","No","4687","0","923101","1274","929062","0.24"
"2025-09-21T08:14:18.564Z","Included","auto","No","30115","0","662871","1349","694335","0.21"
"2025-09-21T08:13:41.066Z","Included","auto","No","232904","198686","9049574","47575","9528739","3.09"
"2025-09-21T07:52:31.059Z","Included","auto","No","16096","0","6250506","5316","6271918","1.61"
"2025-09-21T07:48:32.708Z","Included","auto","No","85565","51506","746548","10454","894073","0.42"
"2025-09-21T07:44:24.282Z","Included","auto","No","110013","0","997178","1569","1108760","0.40"
"2025-09-21T07:43:33.984Z","Included","auto","No","89319","0","6675123","5636","6770078","1.81"
"2025-09-21T05:46:26.682Z","Included","auto","No","2597","0","458093","1063","461753","0.12"
"2025-09-21T05:44:46.148Z","Included","auto","No","76951","95222","9088105","25668","9285946","2.64"
"2025-09-21T05:42:33.011Z","Included","auto","No","22040","0","832863","1286","856189","0.24"
"2025-09-21T05:41:42.697Z","Errored, Not Charged","auto","No","20779","0","352652","221","373652","0.12"
"2025-09-21T05:39:31.256Z","Included","auto","No","9626","0","1000945","2048","1012619","0.27"
"2025-09-21T05:36:55.469Z","Errored, Not Charged","auto","No","92305","47756","2693972","21106","2855139","0.98"
"2025-09-21T05:34:37.347Z","Included","auto","No","63121","0","529113","1587","593821","0.22"
"2025-09-21T05:32:39.769Z","Included","auto","No","9509","0","1001543","2030","1013082","0.27"
"2025-09-21T05:27:47.372Z","Included","auto","No","2796","0","131174","996","134966","0.04"
"2025-09-21T05:27:44.696Z","Included","auto","No","59018","77982","2028833","27480","2193313","0.84"
"2025-09-21T05:26:34.447Z","Included","auto","No","1320","0","170251","812","172383","0.05"
"2025-09-21T05:26:28.441Z","Errored, Not Charged","auto","No","35053","0","7128","73","42254","0.05"
"2025-09-21T05:24:58.201Z","Errored, Not Charged","auto","No","109889","0","681655","7965","799509","0.36"
"2025-09-21T03:11:17.032Z","Included","auto","No","265134","64500","2611905","39178","2980717","1.30"
"2025-09-21T02:57:35.167Z","Errored, Not Charged","auto","No","113070","97419","1974834","86830","2272153","1.28"
"2025-09-21T01:20:49.874Z","Included","auto","No","30643","87902","931142","11509","1061196","0.45"
"2025-09-21T01:18:41.514Z","Errored, Not Charged","auto","No","12865","0","2197262","5759","2215886","0.60"
"2025-09-21T01:16:31.614Z","Included","auto","No","91729","0","881545","2038","975312","0.35"
"2025-09-21T00:44:01.585Z","Included","auto","No","17000","2428","3218223","5222","3242873","0.86"
"2025-09-21T00:34:40.211Z","Included","auto","No","380413","111453","9144494","99366","9735726","3.50"
"2025-09-21T00:32:39.098Z","Included","auto","No","91609","0","771799","1282","864690","0.32"
"2025-09-21T00:14:44.011Z","Included","auto","No","270955","170327","3064582","82836","3588700","1.81"
"2025-09-21T00:10:31.172Z","Included","auto","No","71605","2017","2843665","4666","2921953","0.83"
"2025-09-21T00:08:21.081Z","Included","auto","No","109761","76381","2260706","27739","2474587","0.96"
"2025-09-21T00:07:37.957Z","Included","auto","No","72345","0","7129","375","79849","0.09"
"2025-09-20T23:57:01.722Z","Included","auto","No","141","0","64609","82","64832","0.02"
"2025-09-20T23:56:53.711Z","Included","auto","No","32030","0","981242","2122","1015394","0.30"
"2025-09-20T23:53:03.256Z","Included","auto","No","48552","92443","103013","21523","265531","0.33"
"2025-09-20T23:51:43.323Z","Errored, Not Charged","auto","No","107240","2626","786864","1753","898483","0.34"
"2025-09-20T23:51:02.876Z","Included","auto","No","33262","0","288068","376","321706","0.12"
"2025-09-20T23:18:58.758Z","Included","auto","No","268520","38507","6051113","32352","6390492","2.09"
"2025-09-20T23:13:56.314Z","Included","auto","No","19060","0","479449","1355","499864","0.15"
"2025-09-20T23:13:35.700Z","Errored, Not Charged","auto","No","10371","0","121548","520","132439","0.05"
"2025-09-20T23:12:15.089Z","Included","auto","No","5262","0","294862","2099","302223","0.09"
"2025-09-20T23:11:55.410Z","Errored, Not Charged","auto","No","28095","0","76222","521","104838","0.06"
"2025-09-20T23:10:20.173Z","Included","auto","No","55992","100112","2449718","11310","2617132","0.88"
"2025-09-20T23:04:27.202Z","Errored, Not Charged","auto","No","50559","270154","435506","11363","767582","0.58"
"2025-09-20T23:00:17.016Z","Errored, Not Charged","auto","No","51721","109196","681895","17958","860770","0.48"
"2025-09-20T23:00:08.470Z","Errored, Not Charged","auto","No","264","0","109424","226","109914","0.03"
"2025-09-20T22:56:42.342Z","Errored, Not Charged","auto","No","23363","3016","1822824","5766","1854969","0.52"
"2025-09-20T22:53:27.732Z","Errored, Not Charged","auto","No","88651","32295","1552500","11618","1685064","0.61"
"2025-09-20T22:40:07.092Z","Included","auto","No","214846","93683","5537872","50544","5896945","2.07"
"2025-09-20T22:34:31.559Z","Included","auto","No","109331","0","4754607","4800","4868738","1.35"
"2025-09-20T22:33:11.709Z","Errored, Not Charged","auto","No","40589","0","3713279","10524","3764392","1.04"
"2025-09-20T22:28:31.255Z","Included","auto","No","13224","0","1194340","3968","1211532","0.34"
"2025-09-20T22:28:00.040Z","Errored, Not Charged","auto","No","12326","1597","306452","1168","321543","0.10"
"2025-09-20T22:23:24.937Z","Errored, Not Charged","auto","No","97940","91184","1155053","31510","1375687","0.71"
"2025-09-20T22:19:50.622Z","Errored, Not Charged","auto","No","16531","4240","3118168","5030","3143969","0.84"
"2025-09-20T22:19:12.248Z","Errored, Not Charged","auto","No","3871","0","285878","1392","291141","0.08"
"2025-09-20T22:18:08.625Z","Included","auto","No","6037","0","902369","1617","910023","0.24"
"2025-09-20T22:15:52.495Z","Included","auto","No","7070","0","1336573","1524","1345167","0.35"
"2025-09-20T22:10:35.881Z","Included","auto","No","16339","0","2544861","4447","2565647","0.68"
"2025-09-20T22:09:51.757Z","Included","auto","No","57509","0","386492","704","444705","0.17"
"2025-09-20T22:02:51.064Z","Included","auto","No","95641","0","109182","890","205713","0.15"
"2025-09-20T21:51:22.231Z","Included","auto","No","360919","162927","4825151","75963","5424960","2.32"
"2025-09-20T21:50:32.990Z","Included","auto","No","57939","0","4924649","7587","4990175","1.35"
"2025-09-20T21:46:05.066Z","Errored, Not Charged","auto","No","54942","82556","1456421","8393","1602312","0.59"
"2025-09-20T21:43:18.486Z","Included","auto","No","108684","0","1097413","1228","1207325","0.42"
"2025-09-20T21:33:27.104Z","Included","auto","No","9273","4052","797336","5512","816173","0.25"
"2025-09-20T21:24:37.740Z","Included","auto","No","55240","0","13977007","19068","14051315","3.68"
"2025-09-20T21:22:11.819Z","Errored, Not Charged","auto","No","24232","0","1223526","2732","1250490","0.35"
"2025-09-20T21:19:51.521Z","Included","auto","No","28847","2928","703932","9530","745237","0.27"
"2025-09-20T21:14:40.992Z","Included","auto","No","29073","77110","312700","12911","431794","0.29"
